srcIP,destIP,srcMAC,destMAC,srcPort,destPort,isSYN,isRST,isACK,isFIN,isURG,isPSH,packetLen
/172.16.83.127,/216.58.197.46,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,41974 (unknown),443 (HTTPS),false,false,true,false,false,true,967
/216.58.197.46,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),41974 (unknown),false,false,true,false,false,false,40
/216.58.197.46,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),41974 (unknown),false,false,true,false,false,true,109
/172.16.83.127,/216.58.197.46,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,41974 (unknown),443 (HTTPS),false,false,true,false,false,true,78
/216.58.197.46,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),41974 (unknown),false,false,true,false,false,true,78
/172.16.83.127,/216.58.197.46,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,41974 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/216.58.197.46,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),41974 (unknown),false,false,true,false,false,true,984
/172.16.83.127,/216.58.197.46,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,41974 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/216.58.197.46,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,41974 (unknown),443 (HTTPS),false,false,true,false,false,true,86
/216.58.197.46,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),41974 (unknown),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,316
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,486
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,259
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,486
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,507
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.35,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,36032 (unknown),443 (HTTPS),false,false,true,false,false,true,403
/172.16.83.127,/157.240.16.35,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,36032 (unknown),443 (HTTPS),false,false,true,false,false,true,636
/157.240.16.35,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),36032 (unknown),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,504
/157.240.16.35,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),36032 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.35,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,36032 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,301
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,486
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.35,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),36032 (unknown),false,false,true,false,false,true,359
/172.16.83.127,/157.240.16.35,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,36032 (unknown),443 (HTTPS),false,false,true,false,false,false,40
